Date,Energy,Cloud Coverage,Visibility,Temperature,Dew Point,Relative Humidity,Wind Speed
2016-05-26 10:00:00,238.5,0.55,10.0,19.59,18.06,93.0,12.12
2016-11-20 16:00:00,54.88,0.0,10.0,1.14,-5.84,58.4,6.4
2017-09-15 13:00:00,3989.5,0.16,10.0,30.75,16.34,40.6,6.96
2017-02-01 11:00:00,1073.25,0.73,10.0,3.38,-0.21,77.37,11.0
2016-07-30 09:00:00,2441.25,0.75,10.0,21.69,20.0,84.0,7.0
2016-05-23 13:00:00,4350.5,0.0,10.0,27.68,4.42,20.82,7.42
2016-10-28 08:00:00,974.5,0.0,8.92,9.59,8.36,88.24,10.96
2016-05-27 13:00:00,2917.25,0.82,10.0,26.17,19.07,59.6,21.0
2016-02-04 16:00:00,542.0,0.0,10.0,0.12,-5.36,64.96,7.68
2016-12-11 10:00:00,242.5,0.04,10.0,2.24,-2.16,21.46,15.88
2017-09-12 10:00:00,2376.75,0.0,10.0,21.25,12.8,55.72,14.96
2016-12-07 06:00:00,0.67,0.17,10.0,-1.62,-5.1,21.74,9.4
2017-10-13 16:00:00,1680.75,0.0,10.0,24.58,14.82,55.0,10.76
2017-03-07 10:00:00,4505.0,0.52,10.0,9.06,4.31,70.6,19.8
2017-05-27 06:00:00,219.25,1.0,0.61,16.61,16.03,99.47,7.54
2017-04-06 17:00:00,562.0,0.99,10.0,9.91,3.36,62.76,17.04
2016-06-04 16:00:00,1417.75,0.41,10.0,23.17,19.6,82.64,6.72
2016-08-29 06:00:00,53.74,0.0,6.88,21.53,21.41,95.72,0.24
2016-03-01 07:00:00,252.25,0.99,10.0,5.53,2.65,81.68,8.64
2017-08-12 09:00:00,3073.75,0.28,10.0,22.33,15.49,62.52,9.04
2017-10-15 12:00:00,1677.5,1.0,10.0,12.88,7.19,67.1,20.65
2016-07-30 06:00:00,136.0,0.0,7.0,18.85,17.8,97.0,5.0
2017-09-11 06:00:00,21.45,0.0,10.0,9.49,8.74,84.92,2.2
2017-01-16 10:00:00,393.75,1.0,0.25,2.97,2.6,99.58,7.11
2017-10-21 17:00:00,276.25,0.0,10.0,22.37,15.76,65.92,12.04
2017-07-23 16:00:00,2759.75,0.0,10.0,30.44,19.45,47.88,8.0
2017-04-16 16:00:00,1326.75,0.17,10.0,20.18,15.06,69.04,13.04
2017-03-03 06:00:00,108.21,0.0,10.0,-5.8,-7.86,79.08,8.6
2017-07-18 12:00:00,4568.75,0.0,10.0,28.71,17.31,47.32,4.44
2017-03-16 10:00:00,4154.5,0.0,10.0,2.23,-6.55,51.92,4.76
2016-02-10 06:00:00,2.41,0.0,10.0,-13.94,-15.79,76.16,8.96
2016-03-21 11:00:00,4608.75,0.29,10.0,8.12,-2.74,45.44,10.36
2017-07-14 16:00:00,3218.0,0.42,10.0,25.72,17.19,57.84,9.64
2017-05-23 12:00:00,1876.5,0.99,10.0,19.47,11.75,59.56,1.92
2017-10-13 08:00:00,714.25,0.92,10.0,15.37,13.46,88.92,10.68
2017-08-30 09:00:00,3041.0,0.0,10.0,22.7,17.57,72.64,6.04
2016-04-13 10:00:00,4413.75,0.0,10.0,11.84,0.75,44.56,8.12
2017-07-20 08:00:00,574.75,0.98,5.68,25.17,24.16,95.56,2.88
2017-08-29 11:00:00,4371.25,0.52,10.0,24.4,18.14,68.56,6.96
2016-07-17 08:00:00,1350.5,0.03,10.0,23.79,21.12,82.96,9.36
2017-02-08 06:00:00,0.0,1.0,10.0,-0.62,-2.09,84.6,8.6
2017-10-21 12:00:00,2521.5,0.0,10.0,24.16,15.53,58.92,15.0
2017-07-05 17:00:00,293.5,0.0,10.0,28.01,22.12,65.4,7.36
2017-06-27 15:00:00,1339.25,0.14,10.0,24.25,7.4,32.52,1.88
2017-06-05 17:00:00,1865.0,0.0,10.0,27.04,11.4,38.4,21.04
2016-09-23 16:00:00,1553.75,0.17,10.0,31.09,19.73,52.69,8.52
2016-06-16 14:00:00,4315.0,0.42,10.0,28.1,19.48,58.28,11.12
2016-02-20 07:00:00,707.0,0.0,10.0,4.84,1.3,69.4,14.2
2016-08-30 10:00:00,3030.25,0.0,10.0,27.1,23.04,76.68,5.04
2017-07-15 15:00:00,3987.25,0.01,10.0,25.31,17.58,59.36,3.76
2016-12-19 11:00:00,3574.75,0.0,10.0,-11.45,-15.25,68.92,6.68
2017-06-26 16:00:00,1058.0,0.8,7.54,18.57,11.41,66.94,19.69
2016-08-04 15:00:00,3385.0,0.41,10.0,30.47,23.03,57.88,0.55
2016-04-17 10:00:00,4215.5,0.0,10.0,24.55,3.45,24.28,5.4
2016-11-17 17:00:00,0.0,0.0,10.0,19.24,12.11,62.53,14.76
2017-01-17 16:00:00,32.75,1.0,8.08,4.18,3.66,93.8,14.88
2017-05-04 09:00:00,292.25,1.0,6.23,7.71,7.08,93.62,22.35
2017-03-20 11:00:00,3154.5,0.98,10.0,15.7,8.94,71.69,10.72
2016-10-17 09:00:00,1989.75,0.83,10.0,23.29,18.92,73.68,16.24
2016-04-17 11:00:00,4679.0,0.0,10.0,25.41,3.19,22.0,5.2
2016-11-12 13:00:00,3510.25,0.0,10.0,9.9,-0.14,47.6,1.92
2016-05-19 14:00:00,4301.0,0.0,10.0,21.86,3.04,27.68,3.92
2017-05-10 11:00:00,4457.25,0.0,10.0,24.2,17.23,66.44,6.52
2016-02-13 10:00:00,4549.75,0.0,10.0,-10.96,-19.2,50.24,10.04
2016-06-17 13:00:00,4455.25,0.22,10.0,26.43,9.89,32.42,13.18
2016-04-20 07:00:00,678.25,1.0,10.0,15.31,10.66,70.96,13.32
2016-05-07 11:00:00,2148.25,0.72,10.0,23.15,14.83,61.82,15.35
2016-03-31 17:00:00,1278.25,0.03,10.0,15.04,10.21,21.58,17.24
2016-08-08 12:00:00,4328.75,0.0,10.0,27.07,20.6,67.0,6.0
2016-10-26 10:00:00,1117.75,0.31,10.0,13.63,8.18,73.8,15.68
2016-05-19 11:00:00,4375.0,0.0,10.0,20.12,3.22,31.32,2.68
2016-09-14 13:00:00,4043.5,0.9,10.0,26.19,19.34,64.68,7.04
2017-09-22 15:00:00,1969.25,0.43,10.0,32.71,19.01,42.4,6.28
2016-10-18 14:00:00,810.75,0.5,10.0,26.53,19.89,65.0,10.48
2017-04-03 11:00:00,1856.5,0.61,10.0,17.19,14.04,82.92,11.4
2017-05-10 17:00:00,1156.75,0.52,10.0,26.47,18.92,62.53,11.04
2017-05-29 17:00:00,1613.5,0.63,10.0,25.41,8.46,32.56,17.76
2017-08-20 11:00:00,1847.5,0.28,10.0,29.47,22.37,65.56,4.68
2017-09-10 09:00:00,3134.75,0.0,10.0,18.27,9.78,58.84,2.88
2016-08-13 07:00:00,166.75,1.0,2.5,24.28,24.02,96.89,6.0
2017-09-14 09:00:00,1522.25,0.73,9.93,20.52,17.57,83.9,1.86
2016-03-02 16:00:00,1210.75,0.41,10.0,2.64,-9.91,39.08,7.68
2017-05-23 08:00:00,1771.5,0.8,10.0,17.42,13.45,73.64,5.08
2016-02-27 11:00:00,4644.75,0.0,10.0,7.21,2.06,67.48,12.44
2017-06-23 10:00:00,409.75,0.84,10.0,23.79,21.41,87.76,8.56
2016-04-25 15:00:00,2403.0,0.75,10.0,27.01,13.64,40.92,19.08
2016-08-16 08:00:00,623.0,1.0,5.72,23.26,22.53,93.96,6.04
2016-12-30 10:00:00,2847.0,0.0,10.0,-0.21,-5.06,69.64,12.44
2016-02-17 08:00:00,984.0,0.97,7.08,0.27,-2.65,80.73,5.69
2017-08-22 15:00:00,2936.5,0.31,10.0,25.6,17.98,61.28,17.2
2017-07-06 12:00:00,1376.25,0.54,10.0,29.99,20.81,57.56,3.4
2017-03-10 08:00:00,3038.75,0.0,10.0,-0.32,-9.83,48.92,16.36
2017-08-14 15:00:00,2777.0,0.91,10.0,28.23,18.18,51.84,7.32
2017-04-27 15:00:00,1098.5,1.0,10.0,9.59,6.62,80.96,15.4
2016-03-03 15:00:00,328.75,1.0,1.69,3.6,2.11,95.93,6.9
2016-06-23 07:00:00,996.25,0.0,10.0,27.57,24.66,82.76,9.84
2017-03-04 16:00:00,1241.25,0.0,10.0,12.86,-0.46,41.12,13.24
2017-08-10 15:00:00,3309.25,0.44,10.0,29.09,18.62,49.8,10.0
2017-06-22 12:00:00,754.75,1.0,10.0,28.57,22.09,67.0,17.12
2017-06-12 06:00:00,252.0,0.0,10.0,24.53,18.7,66.44,9.04
2017-03-03 12:00:00,4714.25,0.14,10.0,0.91,-8.1,51.04,7.36
2016-10-06 08:00:00,853.25,0.3,10.0,22.78,19.27,80.8,4.04
2016-02-17 17:00:00,22.29,1.0,9.92,0.43,-2.45,77.92,2.8
2016-07-31 07:00:00,818.0,0.09,7.0,20.78,20.2,88.5,4.0
2016-09-12 14:00:00,4110.5,0.0,10.0,26.82,14.16,45.4,10.32
2016-09-01 06:00:00,52.98,0.0,10.0,15.84,14.02,83.88,8.12
2016-03-12 07:00:00,365.5,0.44,2.68,7.8,6.76,93.0,4.04
2016-06-17 11:00:00,4321.75,0.0,10.0,27.85,16.8,47.24,11.08
2017-09-25 12:00:00,3768.75,0.54,10.0,31.99,16.46,39.16,3.52
2016-03-11 10:00:00,4003.75,0.0,10.0,8.03,4.67,79.04,9.68
2017-08-21 09:00:00,1858.25,0.25,10.0,27.79,24.09,74.0,8.15
2016-03-29 13:00:00,4720.5,0.0,10.0,14.26,-0.62,35.0,8.0
2017-03-12 10:00:00,4017.0,0.0,10.0,-0.49,-15.08,31.92,3.16
2017-09-08 17:00:00,1328.5,0.0,10.0,24.78,11.15,40.32,5.12
2016-07-20 14:00:00,3897.75,0.19,10.0,29.39,22.8,65.0,0.0
2017-03-20 07:00:00,47.9,1.0,10.0,7.41,6.12,86.96,16.88
2017-09-30 16:00:00,2220.5,0.0,10.0,21.33,4.53,19.99,9.96
2017-01-15 12:00:00,1163.0,1.0,5.68,0.75,-1.11,89.68,0.2
2017-01-07 08:00:00,189.5,1.0,10.0,-15.83,-18.26,77.28,3.44
2016-09-11 07:00:00,616.75,0.0,10.0,15.58,13.0,78.36,0.0
2016-09-29 06:00:00,2.75,1.0,10.0,14.87,13.95,91.04,11.38
2017-03-03 10:00:00,4657.75,0.28,10.0,-1.06,-9.32,52.52,7.68
2017-08-23 09:00:00,3080.75,0.0,10.0,21.9,13.77,57.48,6.84
2016-11-03 10:00:00,1694.0,1.0,4.96,16.71,15.27,90.47,10.11
2016-03-15 11:00:00,3298.75,0.99,10.0,19.01,14.91,76.32,20.64
2016-08-16 14:00:00,2767.5,0.54,10.0,27.3,22.76,72.64,4.76
2017-03-06 16:00:00,130.75,1.0,7.19,15.0,14.44,94.0,24.0
2017-09-12 06:00:00,16.62,0.0,10.0,12.85,11.46,89.53,9.04
2016-11-10 12:00:00,4108.25,0.0,10.0,14.9,6.41,55.88,16.16
2016-12-29 09:00:00,2187.0,0.0,10.0,1.44,-1.28,80.68,18.8
2017-09-01 16:00:00,2341.5,0.0,10.0,20.74,11.38,52.2,13.68
2016-06-01 14:00:00,2637.5,0.75,10.0,25.8,19.78,68.36,3.56
2017-02-13 10:00:00,3939.0,0.0,10.0,3.12,-1.88,68.8,2.76
2017-07-21 14:00:00,3854.75,0.15,10.0,32.9,27.06,67.92,6.04
2016-06-15 08:00:00,1991.75,0.14,10.0,26.69,23.79,83.92,9.96
2017-05-17 10:00:00,3944.5,0.42,10.0,26.97,16.04,48.36,24.64
2017-07-10 12:00:00,3489.5,0.98,10.0,27.33,21.53,70.2,13.68
2016-08-02 07:00:00,792.25,0.0,8.0,22.53,20.0,87.0,5.0
2017-05-21 16:00:00,1295.75,1.0,10.0,15.51,10.36,69.8,15.76
2017-04-10 15:00:00,628.5,0.39,10.0,19.94,16.18,78.76,18.6
2016-03-14 09:00:00,373.0,1.0,8.15,12.99,12.25,93.0,3.7
2016-04-30 17:00:00,190.25,0.04,2.64,15.85,15.18,22.96,8.32
2016-07-22 08:00:00,927.0,0.0,10.0,24.48,20.6,82.0,9.0
2017-05-13 12:00:00,4718.25,0.0,10.0,23.99,9.99,39.32,7.72
2016-05-27 14:00:00,1558.25,0.76,10.0,25.67,19.32,62.96,15.84
2016-10-29 07:00:00,89.68,0.14,10.0,17.68,15.03,81.84,14.96
2017-03-30 16:00:00,68.83,0.08,7.85,13.63,13.16,25.36,15.77
2016-04-06 07:00:00,313.25,0.3,10.0,10.47,2.55,58.36,14.52
2016-05-07 08:00:00,953.0,0.91,10.0,19.8,12.64,66.92,14.96
2016-07-22 07:00:00,322.5,0.0,10.0,23.32,19.4,79.0,11.0
2016-06-12 13:00:00,3328.75,0.41,10.0,28.02,10.13,31.36,6.53
2016-03-28 07:00:00,296.6,0.19,10.0,5.3,3.9,89.5,12.0
2016-04-13 13:00:00,3924.0,0.0,10.0,14.52,-0.14,35.48,4.72
2016-07-12 07:00:00,708.75,0.83,6.92,25.01,23.95,91.08,8.27
2017-09-29 13:00:00,4422.5,0.0,10.0,24.91,8.95,37.72,11.16
2017-09-29 10:00:00,3782.25,0.0,10.0,22.62,11.82,51.45,10.12
2017-02-19 13:00:00,4012.25,0.0,10.0,17.4,9.16,58.88,3.48
2016-08-27 13:00:00,3114.5,0.82,10.0,29.7,23.78,70.08,7.04
2017-07-17 10:00:00,3725.75,0.42,10.0,25.27,16.78,56.8,8.64
2017-01-30 15:00:00,1397.75,0.3,10.0,1.69,-4.08,65.92,13.72
2017-10-04 16:00:00,456.5,1.0,10.0,22.79,20.59,89.97,6.69
2017-03-03 13:00:00,4660.0,0.0,10.0,1.68,-7.69,49.12,8.28
2016-06-30 07:00:00,1103.25,0.02,10.0,20.22,14.09,66.8,5.0
2017-01-10 13:00:00,269.5,1.0,10.0,11.03,9.52,88.56,29.8
2017-04-13 16:00:00,2146.75,0.71,10.0,25.3,14.22,51.56,7.24
2016-07-18 12:00:00,2094.0,0.22,10.0,26.06,24.73,89.24,4.58
2016-11-13 13:00:00,3582.0,0.0,10.0,13.0,0.86,41.8,10.8
2016-02-17 07:00:00,596.5,0.24,5.08,-2.0,-3.74,87.56,4.72
2016-10-31 07:00:00,76.08,0.0,10.0,7.6,6.18,91.44,8.4
2016-03-25 07:00:00,158.7,1.0,10.0,-0.04,-2.97,77.88,9.84
2017-04-18 07:00:00,0.0,0.0,10.0,14.82,5.98,53.6,11.84
2016-12-29 13:00:00,2308.5,0.25,10.0,4.39,-2.06,63.56,25.32
2017-02-22 07:00:00,291.5,1.0,0.0,7.99,8.32,98.56,3.12
2017-08-30 11:00:00,4448.25,0.65,10.0,24.49,17.25,63.76,5.08
2017-08-30 06:00:00,57.18,0.0,3.16,16.57,16.95,95.56,4.72
2017-02-22 10:00:00,3237.75,0.55,5.63,14.94,14.25,93.48,10.11
2017-09-14 07:00:00,352.25,1.0,4.17,17.13,17.5,98.92,0.0
2017-07-23 15:00:00,3891.75,0.0,10.0,31.25,19.22,45.0,11.4
2016-04-15 08:00:00,1465.25,0.0,10.0,13.54,3.49,50.84,8.24
2016-09-30 12:00:00,896.0,1.0,8.46,18.25,16.52,87.16,12.77
2017-03-30 10:00:00,844.75,1.0,5.61,13.92,12.43,94.16,11.49
2016-09-23 10:00:00,3541.5,0.0,10.0,28.97,19.29,54.2,0.96
2017-10-08 17:00:00,165.83,0.99,10.0,22.14,12.74,54.68,6.0
2017-08-23 16:00:00,2251.0,0.01,10.0,24.28,10.51,39.92,8.32
2017-05-08 07:00:00,1089.0,0.0,10.0,9.96,-0.48,47.23,9.16
2017-08-23 13:00:00,4110.5,0.44,10.0,24.72,10.29,39.04,11.52
2017-05-23 06:00:00,142.15,0.83,10.0,15.17,14.21,90.84,0.2
2016-06-06 15:00:00,3701.0,0.28,10.0,29.43,6.53,22.92,18.6
2017-08-11 07:00:00,525.25,0.54,10.0,21.02,18.94,84.19,3.3
2016-03-06 17:00:00,44.58,0.0,10.0,10.85,4.5,63.72,17.56
2017-02-09 14:00:00,216.25,0.0,10.0,-7.27,-12.97,61.56,11.48
2016-06-17 06:00:00,249.0,0.0,10.0,18.85,15.58,77.48,14.0
2017-02-28 06:00:00,6.24,1.0,10.0,10.12,9.53,92.77,13.11
2017-02-17 16:00:00,837.0,0.0,10.0,19.53,4.53,35.52,16.0
2016-06-16 13:00:00,4498.25,0.52,10.0,27.93,19.6,58.92,12.36
2016-04-24 13:00:00,4672.25,0.38,10.0,25.34,11.11,38.04,13.2
2016-05-04 11:00:00,3269.75,0.83,10.0,13.84,6.71,60.15,18.89
2016-03-24 07:00:00,7.9,1.0,4.0,13.99,13.3,95.26,5.73
2016-05-26 14:00:00,3115.5,0.0,10.0,26.98,19.51,59.08,11.84
2017-09-01 13:00:00,4478.5,0.0,10.0,20.6,11.22,54.68,16.96
2016-09-28 09:00:00,2071.5,0.83,10.0,13.87,9.12,71.16,13.84
2016-05-06 15:00:00,3554.5,0.17,10.0,25.68,6.32,27.04,10.64
2017-03-19 09:00:00,3068.25,0.0,10.0,6.52,1.29,68.76,7.72
2017-04-02 08:00:00,1009.75,0.52,10.0,8.71,6.09,82.88,8.52
2017-05-11 11:00:00,0.0,1.0,10.0,14.96,12.65,85.92,10.32
2016-03-16 15:00:00,3020.25,0.45,10.0,16.09,-0.09,31.6,22.04
2016-08-17 16:00:00,1930.75,0.44,10.0,27.73,23.33,72.28,5.44
2016-02-23 09:00:00,3443.5,0.0,10.0,2.77,-1.8,73.84,13.72
2017-09-02 17:00:00,1534.0,0.0,10.0,21.73,9.6,43.08,5.04
2017-10-01 09:00:00,2443.5,0.0,10.0,16.12,6.18,49.88,12.92
2017-01-01 08:00:00,1149.0,0.0,9.84,-4.11,-5.27,88.2,1.2
2017-05-17 08:00:00,2075.5,0.61,10.0,25.78,17.44,58.48,22.16
2016-03-01 15:00:00,302.5,1.0,10.0,-1.74,-3.58,84.04,22.44
2016-12-07 17:00:00,0.0,0.03,10.0,-0.43,-3.44,21.62,10.12
2017-05-03 13:00:00,1198.75,1.0,10.0,10.78,4.74,61.4,8.72
2016-09-28 14:00:00,1033.5,1.0,10.0,15.57,9.21,62.64,12.6
2016-03-14 07:00:00,39.5,1.0,2.31,12.43,12.48,99.7,2.08
2017-02-09 09:00:00,177.5,0.0,10.0,-10.27,-13.98,74.8,11.08
2017-07-22 15:00:00,3666.5,0.98,10.0,31.0,25.31,70.72,7.0
2016-08-08 14:00:00,2445.0,0.62,10.0,28.25,20.62,63.24,6.68
2017-01-19 15:00:00,69.5,1.0,3.87,5.57,5.12,93.66,8.96
2016-09-18 06:00:00,19.84,0.44,5.64,16.92,17.09,97.96,4.48
2016-05-23 10:00:00,3850.5,0.0,10.0,25.45,6.53,28.64,10.56
2016-11-13 11:00:00,4297.25,0.0,10.0,10.9,0.87,49.2,10.96
2017-06-19 09:00:00,1138.25,0.0,10.0,24.65,15.74,57.28,14.44
2016-12-02 09:00:00,636.0,1.0,9.76,3.41,1.35,85.6,9.16
2017-04-21 15:00:00,2316.75,0.0,10.0,14.33,3.76,48.36,15.16
2016-08-17 13:00:00,4196.75,0.44,10.0,28.13,22.9,71.54,3.81
2016-08-16 06:00:00,41.15,0.92,2.61,22.04,21.99,96.85,5.65
2016-02-09 08:00:00,389.25,1.0,4.04,-7.79,-9.99,81.72,15.35
2017-03-31 07:00:00,96.28,1.0,2.02,5.18,4.84,92.98,17.23
2017-09-23 09:00:00,2601.5,0.0,10.0,30.02,20.89,59.32,1.2
2016-11-23 13:00:00,146.75,1.0,4.32,7.62,7.36,97.28,7.76
2017-07-31 13:00:00,3826.75,0.29,10.0,28.46,16.65,47.32,1.72
2017-01-31 11:00:00,1909.0,0.98,10.0,5.28,1.31,74.28,20.76
2017-07-26 15:00:00,2793.5,0.41,10.0,30.19,24.3,69.92,5.72
2016-06-03 10:00:00,2573.25,0.0,10.0,25.13,11.24,40.88,0.0
2017-09-08 15:00:00,3503.25,0.14,10.0,25.96,9.63,34.44,2.8
2017-05-19 17:00:00,1108.0,1.0,8.04,11.94,10.63,90.68,13.48
2016-08-10 08:00:00,1781.0,0.0,10.0,27.08,21.9,67.55,4.78
2016-11-04 10:00:00,3570.25,0.0,10.0,13.54,6.37,61.92,6.76
2016-11-05 09:00:00,2143.25,0.0,10.0,12.31,7.2,67.6,7.04
2016-02-15 12:00:00,1200.75,1.0,2.23,-1.35,-1.45,93.38,7.62
2017-06-07 10:00:00,4375.25,0.0,10.0,22.41,7.39,36.72,19.6
2017-01-23 09:00:00,216.75,1.0,10.0,3.56,2.54,92.31,16.23
2016-07-21 10:00:00,2416.25,0.0,10.0,30.11,25.0,75.0,11.0
2016-03-16 06:00:00,0.08,0.97,10.0,8.84,5.86,79.16,21.36
2016-05-20 06:00:00,117.63,0.0,10.0,13.69,7.2,62.92,7.64
2017-06-02 10:00:00,4120.25,0.0,10.0,27.15,4.74,22.72,4.28
2017-08-10 10:00:00,3656.75,0.0,10.0,27.19,18.91,56.8,8.4
2016-05-11 10:00:00,3323.0,0.96,9.08,21.0,18.42,88.12,8.57
2016-10-15 15:00:00,2512.25,0.01,10.0,24.52,17.98,65.76,15.2
2016-11-03 15:00:00,2576.5,0.02,10.0,17.97,13.52,75.17,6.72
2017-05-22 16:00:00,2714.5,0.62,10.0,21.58,7.92,38.92,14.56
2017-06-05 14:00:00,4491.25,0.53,10.0,32.22,9.61,24.36,10.52
2017-09-22 10:00:00,3497.5,0.14,10.0,31.57,21.38,55.04,2.48
2017-01-03 15:00:00,65.38,1.0,7.0,3.38,3.22,97.0,17.44
2017-06-06 07:00:00,1211.0,0.0,10.0,17.54,11.63,67.56,13.4
2017-10-25 07:00:00,83.24,0.28,10.0,3.4,1.78,90.0,7.04
2017-05-16 08:00:00,1841.75,0.0,10.0,24.75,16.98,61.92,17.76
2016-09-24 13:00:00,3068.25,0.91,10.0,30.08,19.85,53.96,2.56
2017-06-13 17:00:00,1875.75,0.43,10.0,32.39,22.42,59.21,14.4
2017-03-29 16:00:00,669.25,1.0,10.0,12.42,7.22,68.48,20.64
2016-08-04 07:00:00,523.0,0.0,9.0,23.68,20.6,82.0,6.0
2017-06-08 15:00:00,3858.25,0.0,10.0,27.19,6.32,24.76,3.76
2016-11-14 08:00:00,782.25,0.0,10.0,6.78,2.98,73.0,9.04
2017-05-17 11:00:00,2720.5,0.14,10.0,27.39,15.11,45.12,23.96
2016-10-05 08:00:00,1370.25,0.0,10.0,22.19,16.85,69.52,15.32
2017-07-02 08:00:00,763.25,0.0,10.0,24.93,16.64,58.24,5.56
2017-04-04 09:00:00,1097.0,1.0,9.04,11.83,10.54,88.96,13.64
2017-09-26 08:00:00,1458.75,0.0,10.0,26.69,19.51,65.44,3.76
2017-04-05 10:00:00,2461.0,0.99,10.0,10.95,8.78,87.28,15.12
2016-12-04 12:00:00,183.75,1.0,1.07,0.78,0.77,97.72,6.21
2017-10-18 15:00:00,2946.0,0.0,10.0,22.01,6.3,36.72,15.52
2017-10-08 08:00:00,1604.25,0.0,10.0,17.12,15.62,91.16,6.68
2016-07-14 09:00:00,2452.5,0.0,10.0,24.86,22.1,82.84,9.96
2016-11-10 14:00:00,2413.5,0.0,10.0,15.63,5.7,48.8,17.64
2017-06-18 16:00:00,859.0,0.3,10.0,26.22,14.78,48.72,16.04
2017-02-22 12:00:00,3051.75,0.51,9.85,19.71,14.12,69.54,11.38
2017-06-14 08:00:00,2198.25,0.0,10.0,29.54,22.99,66.76,12.12
2016-08-31 08:00:00,1260.75,0.0,10.0,24.21,21.79,81.88,2.68
2016-06-18 10:00:00,3639.0,0.14,10.0,28.08,14.71,41.32,8.28
2016-06-10 06:00:00,229.13,0.0,10.0,23.3,19.75,76.96,8.0
2017-02-27 06:00:00,16.92,1.0,10.0,2.21,-1.12,82.84,5.36
2016-08-08 13:00:00,2492.0,0.56,10.0,27.83,20.51,61.23,4.12
2016-12-04 16:00:00,0.0,1.0,1.6,0.51,0.82,99.01,0.74
2016-02-15 10:00:00,1279.25,1.0,2.37,-2.02,-2.15,94.52,7.96
2016-08-08 15:00:00,2816.5,0.7,10.0,28.09,19.02,55.16,6.72
2016-11-03 09:00:00,501.75,1.0,2.56,15.72,15.26,96.72,5.96
2016-09-13 06:00:00,16.15,0.0,10.0,14.53,13.97,92.04,0.24
2016-03-29 12:00:00,4711.0,0.0,10.0,13.79,-0.27,36.96,9.32
2016-08-09 12:00:00,4286.75,0.39,10.0,29.04,19.93,52.33,3.0
2016-02-26 15:00:00,388.75,0.76,10.0,0.69,-3.21,61.0,11.67
2016-02-07 07:00:00,271.78,0.0,10.0,2.4,-0.89,70.36,12.28
2017-06-28 12:00:00,1321.25,0.02,10.0,27.31,16.88,51.56,17.48
2016-10-22 10:00:00,3666.5,0.52,10.0,12.32,2.1,47.72,7.32
2017-10-16 14:00:00,3868.0,0.0,10.0,18.2,3.97,39.08,8.56
2016-12-13 14:00:00,144.25,0.0,9.04,-4.9,-11.05,21.18,15.0
2016-10-22 16:00:00,1577.75,0.0,10.0,15.48,5.86,49.92,8.2
2017-10-20 11:00:00,3769.0,0.0,10.0,24.24,12.07,47.12,10.32
2016-03-31 14:00:00,2006.25,0.31,10.0,19.84,15.41,22.21,21.4
2017-01-12 06:00:00,0.0,1.0,7.0,0.75,0.41,99.28,11.5
2016-09-08 06:00:00,31.6,0.96,4.16,24.17,23.47,94.14,10.07
2016-11-06 08:00:00,2329.0,0.0,8.88,9.72,7.95,88.36,2.76
2016-12-10 12:00:00,1308.25,0.04,10.0,-2.65,-8.29,21.62,7.36
2017-01-28 07:00:00,48.26,1.0,7.96,-1.47,-3.17,86.12,11.31
2016-02-20 13:00:00,4188.75,0.0,10.0,19.32,5.09,39.32,14.04
2017-04-18 12:00:00,0.0,0.15,10.0,24.24,9.08,35.64,13.68
2017-03-30 06:00:00,0.0,0.99,7.32,9.37,8.38,95.72,14.64
2017-04-19 07:00:00,0.0,0.14,9.96,19.96,16.78,22.21,14.92
2017-01-20 06:00:00,0.0,1.0,3.91,5.96,6.19,97.19,3.29
2017-05-14 15:00:00,3955.25,0.01,10.0,28.46,10.06,30.64,13.96
2016-03-10 13:00:00,795.5,0.04,10.0,10.24,7.68,22.29,9.28
2017-03-19 11:00:00,4678.0,0.14,10.0,9.01,0.46,55.2,7.4
2017-05-28 09:00:00,2239.5,0.97,7.18,21.93,19.74,85.9,8.4
2016-03-08 14:00:00,3584.25,0.42,10.0,21.73,12.68,55.0,20.32
2016-05-29 07:00:00,990.25,0.0,10.0,23.59,19.32,75.48,9.32
2016-11-10 10:00:00,4101.5,0.0,10.0,12.36,5.64,61.52,17.96
2017-05-25 06:00:00,83.8,1.0,4.96,12.64,12.36,94.8,13.2
2017-03-11 14:00:00,2145.0,0.0,10.0,0.81,-17.99,22.8,6.64
2017-08-01 07:00:00,864.25,0.54,10.0,23.21,19.1,75.56,1.16
2017-08-18 13:00:00,4024.25,0.0,10.0,28.33,17.44,49.96,9.04
2017-04-08 11:00:00,4701.5,0.0,10.0,16.38,3.9,42.48,17.44
2016-12-05 13:00:00,622.0,1.0,10.0,2.79,1.43,91.44,9.8
2017-04-13 13:00:00,2969.0,0.45,10.0,25.08,12.74,45.28,8.08
2017-09-30 07:00:00,480.25,0.0,10.0,11.95,8.54,81.8,6.44
2016-04-18 09:00:00,3288.25,0.0,10.0,24.53,6.19,29.16,4.36
2016-05-20 08:00:00,1102.5,0.14,10.0,16.21,7.31,54.64,9.64
2017-05-14 07:00:00,1100.5,0.0,10.0,21.42,13.15,58.72,11.16
2017-05-05 07:00:00,1102.0,0.0,10.0,8.47,5.09,78.8,22.76
2017-08-31 17:00:00,954.75,0.0,10.0,22.32,17.05,21.38,14.16
2016-09-02 10:00:00,3847.0,0.0,10.0,22.29,14.03,45.89,11.16
2016-02-03 12:00:00,378.75,1.0,5.3,2.05,1.05,88.7,22.35
